frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,3840,2160,25.000000,0.776512,0.492689,-0.003988,0.993121,0.000000,0.000000,0.000000,0.784280,0.479237,0.001364,0.994882,0.000000,0.000000,0.000000,0.787622,0.479380,0.001285,0.994471,0.000000,0.000000,0.000000,0.790929,0.481901,0.001124,0.996639,0.000000,0.000000,0.000000,0.775524,0.480678,0.010545,0.993542,0.000000,0.000000,0.000000,0.772927,0.481706,0.010597,0.991201,0.000000,0.000000,0.000000,0.770943,0.481980,0.010504,0.993705,0.000000,0.000000,0.000000,0.785750,0.503605,0.012223,0.983417,0.000000,0.000000,0.000000,0.775116,0.506170,0.023910,0.977228,0.000000,0.000000,0.000000,0.820978,0.546423,0.013767,0.992616,0.000000,0.000000,0.000000,0.769546,0.565709,0.114425,0.992292,0.000000,0.000000,0.000000,0.832309,0.593891,-0.080902,0.753478,0.000000,0.000000,0.000000,,,,0.251539,0.000000,0.000000,0.000000,0.794229,0.518036,-0.088066,0.602593,0.000000,0.000000,0.000000,,,,0.484192,0.000000,0.000000,0.000000,0.786036,0.498145,-0.092946,0.548260,0.000000,0.000000,0.000000,,,,0.483559,0.000000,0.000000,0.000000,0.786523,0.493289,-0.076887,0.525636,0.000000,0.000000,0.000000,,,,0.473751,0.000000,0.000000,0.000000,0.787660,0.505566,-0.080554,0.527770,0.000000,0.000000,0.000000,,,,0.473806,0.000000,0.000000,0.000000
1,0.040000,3840,2160,25.000000,0.779132,0.490040,0.059828,0.993515,0.065504,-0.066245,1.595418,0.787510,0.479507,0.069253,0.995176,0.080740,0.006744,1.697228,0.793082,0.481870,0.069178,0.994718,0.136521,0.062260,1.697326,0.796309,0.482739,0.069006,0.996803,0.134490,0.020946,1.697055,0.777466,0.481505,0.076085,0.993909,0.048535,0.020675,1.638498,0.775298,0.482553,0.076141,0.991656,0.059271,0.021170,1.638609,0.773426,0.482911,0.076011,0.994105,0.062084,0.023278,1.637684,0.791318,0.505954,0.073086,0.984135,0.139202,0.058731,1.521559,0.777738,0.505088,0.081556,0.978553,0.065537,-0.027047,1.441131,0.821735,0.538518,0.077973,0.992981,0.018935,-0.197613,1.605155,0.771660,0.563606,0.143004,0.992692,0.052841,-0.052592,0.714470,0.821859,0.554217,0.072641,0.753021,-0.261258,-0.991860,3.838572,,,,0.287522,,,,0.792136,0.470575,0.157133,0.593796,-0.052319,-1.186515,6.129964,0.776376,0.501651,0.212340,0.501812,,,,0.785210,0.448081,0.165079,0.533834,-0.020647,-1.251600,6.450622,,,,0.491085,,,,0.784475,0.440427,0.175496,0.510696,-0.051188,-1.321559,6.309571,,,,0.479817,,,,0.787424,0.459191,0.163472,0.516437,-0.005892,-1.159389,6.100652,,,,0.479199,,,
2,0.080000,3840,2160,25.000000,0.779832,0.487005,0.048627,0.993035,0.017497,-0.075875,-0.280026,0.788473,0.478669,0.056589,0.994923,0.024082,-0.020940,-0.316580,0.793144,0.480586,0.056491,0.994311,0.001529,-0.032093,-0.317180,0.796289,0.481010,0.056302,0.996585,-0.000486,-0.043219,-0.317594,0.777872,0.480371,0.064906,0.993590,0.010161,-0.028363,-0.279470,0.775741,0.481474,0.064971,0.991063,0.011072,-0.026971,-0.279242,0.773325,0.482550,0.064835,0.993868,-0.002530,-0.009023,-0.279413,0.790946,0.501821,0.060973,0.982508,-0.009298,-0.103317,-0.302821,0.777614,0.503127,0.071510,0.977513,-0.003105,-0.049023,-0.251151,0.822252,0.536846,0.055001,0.992887,0.012916,-0.041790,-0.574311,0.771682,0.564937,0.145456,0.992180,0.000557,0.033294,0.061287,0.818969,0.559979,0.005352,0.748398,-0.072239,0.144053,-1.682214,,,,0.300371,,,,0.790548,0.474704,0.032960,0.587077,-0.039707,0.103222,-3.104317,,,,0.498058,,,,0.784532,0.450991,0.032000,0.524287,-0.016955,0.072744,-3.326972,,,,0.480136,,,,0.784805,0.446462,0.044378,0.500353,0.008255,0.150891,-3.277954,,,,0.467597,,,,0.787317,0.461232,0.038667,0.507522,-0.002670,0.051022,-3.120139,,,,0.467301,,,
3,0.120000,3840,2160,25.000000,0.784260,0.494609,0.045862,0.993104,0.110719,0.190117,-0.069120,0.790900,0.484807,0.055106,0.994998,0.060672,0.153453,-0.037096,0.794785,0.485127,0.055013,0.994327,0.041045,0.113527,-0.036953,0.798448,0.480756,0.054842,0.996603,0.053973,-0.006346,-0.036495,0.778172,0.481149,0.062409,0.993683,0.007501,0.019471,-0.062424,0.776029,0.482477,0.062447,0.991158,0.007203,0.025089,-0.063105,0.773286,0.484561,0.062313,0.994027,-0.000975,0.050279,-0.063038,0.792851,0.508414,0.058672,0.982148,0.047618,0.164823,-0.057518,0.781256,0.510607,0.068116,0.977570,0.091068,0.186980,-0.084849,0.822382,0.537342,0.055545,0.992866,0.003260,0.012387,0.013616,0.772900,0.567401,0.139549,0.991955,0.030439,0.061588,-0.147672,0.815144,0.555376,0.025939,0.750019,-0.095613,-0.115086,0.514668,,,,0.321000,,,,0.787515,0.469910,0.084957,0.582564,-0.075838,-0.119855,1.299919,0.776001,0.507926,0.172333,0.505100,,,,0.782054,0.445754,0.087921,0.515454,-0.061965,-0.130931,1.398022,,,,0.478941,,,,,,,0.490741,,,,,,,0.464788,,,,0.784868,0.457188,0.090287,0.500414,-0.061232,-0.101095,1.290516,,,,0.464119,,,
4,0.160000,3840,2160,25.000000,0.783511,0.486159,0.101441,0.993704,-0.018737,-0.211249,1.389453,0.791689,0.482154,0.114252,0.995440,0.019719,-0.066335,1.478654,0.795234,0.481975,0.114188,0.994817,0.011210,-0.078802,1.479384,0.799375,0.479113,0.114042,0.996897,0.023156,-0.041076,1.479998,0.778278,0.473320,0.121158,0.994240,0.002639,-0.195747,1.468723,0.776076,0.474150,0.121193,0.991940,0.001168,-0.208178,1.468649,0.773482,0.474938,0.121066,0.994573,0.004891,-0.240593,1.468833,0.792360,0.497882,0.113565,0.983470,-0.012279,-0.263296,1.372320,0.780749,0.501432,0.122130,0.979404,-0.012687,-0.229371,1.350372,0.823493,0.531531,0.112425,0.993307,0.027782,-0.145276,1.421997,0.772098,0.563683,0.184388,0.992521,-0.020035,-0.092945,1.120970,0.816585,0.534583,0.094754,0.747920,0.036010,-0.519806,1.720370,,,,0.357828,,,,0.787777,0.426936,0.168662,0.586786,0.006561,-1.074341,2.092636,0.771769,0.484548,0.270427,0.529658,-0.105806,-0.584469,2.452346,0.782077,0.398004,0.175066,0.516370,0.000580,-1.193747,2.178612,,,,0.493951,,,,,,,0.490127,,,,,,,0.478512,,,,0.784772,0.412750,0.174593,0.501937,-0.002399,-1.110931,2.107646,,,,0.478233,,,
5,0.200000,3840,2160,25.000000,0.782856,0.482573,0.040629,0.993843,-0.016381,-0.089657,-1.520281,0.791237,0.479290,0.053501,0.995542,-0.011283,-0.071601,-1.518779,0.794808,0.480122,0.053370,0.994897,-0.010644,-0.046334,-1.520465,0.798789,0.478205,0.053222,0.996967,-0.014634,-0.022700,-1.520506,0.778065,0.469810,0.058940,0.994347,-0.005314,-0.087736,-1.555458,0.775830,0.470490,0.058960,0.992091,-0.006129,-0.091504,-1.555830,0.775027,0.475626,0.058819,0.994736,0.038628,0.017196,-1.556179,0.792282,0.495146,0.053331,0.983394,-0.001939,-0.068416,-1.505854,0.778139,0.498824,0.060945,0.979681,-0.065240,-0.065199,-1.529631,0.822306,0.532704,0.056397,0.993421,-0.029676,0.029331,-1.400704,0.771009,0.563609,0.126504,0.992255,-0.027235,-0.001849,-1.447085,0.818128,0.546327,-0.000273,0.750279,0.038585,0.293598,-2.375671,,,,0.372896,,,,0.787987,0.452244,0.011434,0.594207,0.005239,0.632688,-3.930716,0.773674,0.498783,0.173998,0.534532,0.047614,0.355878,-2.410732,0.782316,0.427308,0.007846,0.523331,0.005983,0.732604,-4.180492,,,,0.492616,,,,,,,0.496237,,,,,,,0.475989,,,,0.784851,0.439356,0.017367,0.507414,0.001986,0.665145,-3.930660,,,,0.475605,,,
6,0.240000,3840,2160,25.000000,0.782479,0.491713,0.033949,0.994248,-0.009426,0.228504,-0.166997,0.790476,0.482755,0.040791,0.995855,-0.019039,0.086622,-0.317743,0.793768,0.482724,0.040693,0.995234,-0.026003,0.065048,-0.316925,0.797433,0.481346,0.040556,0.997177,-0.033900,0.078535,-0.316652,0.778720,0.479783,0.050445,0.994725,0.016381,0.249331,-0.212372,0.776460,0.480317,0.050460,0.992601,0.015746,0.245680,-0.212493,0.775120,0.482466,0.050327,0.995118,0.002320,0.171020,-0.212294,0.791664,0.504648,0.041996,0.984395,-0.015460,0.237565,-0.283378,0.778130,0.507270,0.054196,0.981002,-0.000237,0.211158,-0.168737,0.819646,0.533445,0.031271,0.993806,-0.066513,0.018513,-0.628149,0.771379,0.563906,0.123476,0.992505,0.009267,0.007427,-0.075704,0.815038,0.547777,-0.002292,0.759730,-0.077268,0.036247,-0.050465,,,,0.392832,,,,0.786203,0.454068,0.060309,0.601369,-0.044595,0.045602,1.221888,0.773479,0.496487,0.174294,0.542054,-0.004871,-0.057381,0.007416,0.780539,0.428571,0.064598,0.528227,-0.044431,0.031576,1.418797,,,,0.493221,,,,0.781905,0.426687,0.076521,0.500100,,,,,,,0.475268,,,,0.782475,0.440509,0.067080,0.511847,-0.059399,0.028815,1.242828,,,,0.474842,,,
7,0.280000,3840,2160,25.000000,0.776454,0.494128,0.002190,0.994705,-0.150621,0.060377,-0.793973,0.786028,0.482662,0.009675,0.996189,-0.111194,-0.002307,-0.777908,0.791886,0.482686,0.009608,0.995619,-0.047046,-0.000940,-0.777126,0.795397,0.481348,0.009492,0.997401,-0.050908,0.000041,-0.776606,0.773918,0.481849,0.018235,0.995139,-0.120047,0.051644,-0.805246,0.771823,0.482764,0.018269,0.993189,-0.115931,0.061160,-0.804780,0.769994,0.484050,0.018191,0.995504,-0.128147,0.039591,-0.803412,0.787339,0.506445,0.017044,0.985595,-0.108114,0.044921,-0.623783,0.774728,0.510349,0.027597,0.982490,-0.085047,0.076976,-0.664974,0.817966,0.542382,0.016612,0.994249,-0.042002,0.223424,-0.366477,0.771358,0.571020,0.117930,0.992782,-0.000525,0.177842,-0.138657,0.813788,0.571783,-0.069595,0.772981,-0.031227,0.600155,-1.682574,,,,0.382736,,,,0.782276,0.487370,-0.079634,0.623999,-0.098163,0.832546,-3.498574,0.777160,0.569061,-0.003579,0.538876,0.092018,1.814350,-4.446841,0.775675,0.463076,-0.086952,0.552306,-0.121607,0.862627,-3.788755,,,,0.490909,,,,0.776907,0.459677,-0.069909,0.524599,-0.124958,0.824759,-3.660756,,,,0.472625,,,,0.777898,0.473820,-0.072356,0.534929,-0.114430,0.832783,-3.485888,,,,0.471370,,,
8,0.320000,3840,2160,25.000000,0.773723,0.492051,0.009498,0.995139,-0.068280,-0.051921,0.182696,0.783271,0.478711,0.018516,0.996489,-0.068915,-0.098792,0.221045,0.789731,0.479333,0.018442,0.995974,-0.053884,-0.083824,0.220860,0.793452,0.478996,0.018304,0.997601,-0.048633,-0.058793,0.220314,0.771494,0.478894,0.026378,0.995520,-0.060605,-0.073890,0.203559,0.769104,0.479409,0.026418,0.993747,-0.067966,-0.083867,0.203731,0.766672,0.479603,0.026325,0.995862,-0.083035,-0.111166,0.203355,0.783755,0.502817,0.024795,0.986699,-0.089605,-0.090715,0.193766,0.771909,0.506668,0.035122,0.983891,-0.070463,-0.092022,0.188141,0.815611,0.541998,0.035496,0.994663,-0.058879,-0.009586,0.472098,0.763788,0.575860,0.119329,0.993189,-0.189266,0.121014,0.034984,0.816702,0.585734,-0.072934,0.776102,0.072846,0.348759,-0.083496,,,,0.368176,,,,0.783155,0.504586,-0.132078,0.638737,0.021961,0.430410,-1.311116,0.777483,0.633110,-0.048566,0.534404,0.008079,1.601207,-1.124666,0.776009,0.483037,-0.147504,0.569185,0.008360,0.499023,-1.513782,,,,0.492401,,,,0.775471,0.469769,-0.129141,0.542115,-0.035894,0.252285,-1.480805,,,,0.475011,,,,0.778148,0.489487,-0.125795,0.550659,0.006247,0.391670,-1.335982,,,,0.472312,,,
9,0.360000,3840,2160,25.000000,0.774188,0.491189,-0.025956,0.995507,0.011633,-0.021564,-0.886358,0.783541,0.477770,-0.014571,0.996743,0.006726,-0.023528,-0.827196,0.789447,0.478429,-0.014617,0.996273,-0.007105,-0.022607,-0.826473,0.793460,0.478283,-0.014703,0.997765,0.000215,-0.017824,-0.825171,0.771991,0.477994,-0.011043,0.995852,0.012411,-0.022498,-0.935508,0.769160,0.478780,-0.011014,0.994242,0.001380,-0.015735,-0.935801,0.766741,0.478872,-0.011091,0.996183,0.001711,-0.018281,-0.935412,0.783377,0.502539,-0.005241,0.987590,-0.009458,-0.006938,-0.750903,0.771607,0.502977,-0.001253,0.985062,-0.007564,-0.092289,-0.909392,0.816228,0.548309,0.017989,0.994877,0.015432,0.157765,-0.437676,0.760750,0.576637,0.085177,0.993501,-0.075942,0.019409,-0.853797,0.819256,0.594504,-0.062811,0.776022,0.063847,0.219262,0.253090,,,,0.371447,,,,0.783650,0.517915,-0.084019,0.639974,0.012387,0.333236,1.201482,0.776361,0.603904,-0.055545,0.540448,-0.028051,-0.730139,-0.174464,0.775821,0.498309,-0.091760,0.571631,-0.004701,0.381794,1.393595,,,,0.498617,,,,0.775950,0.491091,-0.077483,0.544458,0.011981,0.533065,1.291448,,,,0.481228,,,,0.777998,0.504267,-0.078087,0.553734,-0.003743,0.369491,1.192686,,,,0.478020,,,
